         10000.3        0.0238906
         10001.3         0.114076
         10002.3         0.207691
         10003.3         0.273442
         10004.3         0.280032
         10005.3         0.196854
         10006.3        0.0343867
         10007.3        -0.133227
         10008.3        -0.226371
         10009.3        -0.165432
         10010.3         0.127844
         10011.3         0.650135
         10012.3           1.2718
         10013.3          1.85234
         10014.3          2.25125
         10015.3          2.32974
         10016.3           2.0504
         10017.3          1.53283
         10018.3         0.910057
         10019.3         0.315152
         10020.3        -0.119979
         10021.3        -0.331677
         10022.3        -0.361883
         10023.3        -0.261601
         10024.3       -0.0818373
         10025.3         0.126614
         10026.3         0.325434
         10027.3         0.495597
         10028.3         0.619733
         10029.3         0.680472
         10030.3         0.660745
         10031.3         0.561492
         10032.3         0.411484
         10033.3         0.241883
         10034.3        0.0838457
         10035.3       -0.0317327
         10036.3       -0.0897295
         10037.3       -0.0993914
         10038.3       -0.0720526
         10039.3       -0.0190471
         10040.3        0.0483048
         10041.3         0.119497
         10042.3         0.185284
         10043.3         0.236526
         10044.3         0.264083
         10045.3         0.258957
         10046.3         0.220489
         10047.3         0.160892
         10048.3        0.0934819
         10049.3        0.0315741
         10050.3       -0.0116444
         10051.3       -0.0306007
         10052.3       -0.0314711
         10053.3       -0.0214365
         10054.3      -0.00767799
         10055.3       0.00271226
         10056.3       0.00789177
         10057.3        0.0141156
         10058.3        0.0283309
         10059.3        0.0574846
         10060.3         0.108381
         10061.3         0.179382
         10062.3         0.255833
         10063.3          0.32197
         10064.3         0.362025
         10065.3         0.360463
         10066.3         0.315262
         10067.3         0.245228
         10068.3         0.170945
         10069.3         0.112997
         10070.3        0.0916919
         10071.3         0.111029
         10072.3         0.149888
         10073.3         0.185006
         10074.3         0.193121
         10075.3         0.151392
         10076.3          0.06184
         10077.3       -0.0352334
         10078.3       -0.0962637
         10079.3       -0.0776862
         10080.3        0.0633235
         10081.3         0.326024
         10082.3         0.642623
         10083.3          0.93962
         10084.3          1.14351
         10085.3          1.18171
         10086.3          1.03526
         10087.3          0.76775
         10088.3         0.449775
         10089.3         0.151939
         10090.3       -0.0558391
         10091.3         -0.14376
         10092.3        -0.143716
         10093.3       -0.0928467
         10094.3       -0.0282925
         10095.3        0.0131793
         10096.3         0.016682
         10097.3      0.000958143
         10098.3       -0.0123898
         10099.3      -0.00175957
         10100.3        0.0541259
         10101.3         0.157477
         10102.3         0.281215
         10103.3         0.395771
         10104.3         0.471575
         10105.3         0.479443
         10106.3         0.412647
         10107.3         0.298944
         10108.3         0.169019
         10109.3        0.0535592
         10110.3       -0.0171023
         10111.3       -0.0332362
         10112.3       -0.0167387
         10113.3       0.00780928
         10114.3        0.0158272
         10115.3       -0.0168256
