 838.7  475.3 24.83       1.90 2
 841.1 1043.4 25.11       0.74 2
 843.6  593.7 27.25       1.08 4
 843.8  699.2 27.42       7.98 2
 843.2 1086.4 27.63       0.11 2
 844.4  580.1 25.00       1.75 2
 850.2  465.8 26.97       1.58 3
 852.4 1084.8 24.93       1.88 2
 853.3  715.9 26.19       0.31 1
 854.6  606.6 23.81       1.37 4
 854.2  729.7 27.13       1.72 3
 856.8  828.8 24.54       0.36 3
 856.9  872.4 24.70       1.72 2
 858.6  848.3 24.49       3.59 4
 861.2  885.6 23.63       0.59 3
 864.6  809.0 25.60       1.89 4
 867.8  937.9 24.46       0.60 3
 870.4  866.1 24.51       2.32 4
 874.5  892.9 25.49       3.70 2
 878.2  969.7 27.63       1.77 2
 883.8  553.1 26.92       5.52 2
 885.3  720.4 25.86       3.08 1
 885.6 1025.8 24.45       1.18 4
 886.0  882.6 25.51       1.90 2
 888.0  612.2 22.58       1.33 4
 891.0  961.1 23.92       2.39 4
 891.1  975.9 26.90       1.88 2
 893.2  679.4 26.82       2.82 2
 897.3  853.3 26.67       0.06 2
 899.1  591.0 25.61       2.55 4
 903.5  810.9 23.21       0.74 4
 910.0  465.9 26.25       4.75 4
 913.2  471.2 26.74       4.32 2
 914.1  620.0 26.48       3.18 4
 923.3  445.0 26.30       3.46 3
 923.5  593.0 27.08       1.67 3
 923.0  718.0 25.99       0.78 3
 928.1  681.8 26.13       2.37 4
 932.3  767.5 26.03       1.47 4
 933.1  615.5 27.08       3.44 3
 935.6  660.8 27.42      10.56 2
 940.5  664.0 26.52       1.02 3
 446.2  431.2 18.13       0.00001 5
 277.7  903.9 17.20       0.00001 5
 277.8  599.2 18.39       0.00001 5
 774.2  562.1 19.46       0.00001 5
