            4960                0
            4960                0
         5028.22            1e-06
         5101.46            1e-06
         5176.01                0
         5251.91                0
         5329.17                0
         5407.83            3e-05
          5487.9            1e-06
         5569.41            3e-06
         5652.39          0.02697
         5736.86         0.232488
         5822.85         0.429508
          5910.4         0.496746
         5999.52         0.545799
         6090.23         0.641959
         6182.59         0.618449
            6209         0.613103
         6276.61         0.669481
         6372.32         0.795393
         6469.75         0.808972
         6568.94         0.896062
         6669.91         0.841731
            6727          0.82069
          6772.7         0.853441
         6877.34          0.96491
         6983.87         0.951503
         7092.31         0.980221
            7151                1
          7202.7         0.981634
         7315.08         0.933303
         7429.49         0.976586
         7545.95         0.939738
         7664.52         0.899441
         7785.21         0.809345
         7908.08         0.503081
            7957          0.46069
         8033.15         0.593739
            8082         0.758621
         8160.49         0.158074
         8290.11          0.00922
         8422.06         0.001632
            8460                0
