295.449  5.758  27.027
426.645  5.460  27.411
499.692  6.527  27.231
346.665  7.591  27.403
337.475  9.181  26.834
605.854  9.211  27.458
219.818  10.095  23.343
535.150  11.572  27.793
333.687  12.236  26.883
578.481  12.530  27.001
748.504  11.880  26.937
790.827  11.526  27.360
12.783  13.597  26.898
234.578  13.040  25.964
840.323  12.839  22.690
549.786  14.052  27.587
687.147  13.839  25.686
107.158  15.224  26.792
420.208  14.710  27.020
811.216  14.557  24.695
834.265  14.512  26.306
842.548  14.481  22.753
570.666  15.668  25.831
717.507  15.503  25.118
235.899  16.628  25.686
823.057  16.540  27.167
453.246  18.283  26.229
735.984  18.072  26.876
760.373  17.840  23.382
267.868  18.516  27.250
344.113  19.152  27.836
336.953  20.047  27.458
403.942  21.078  25.614
477.100  20.744  27.025
718.776  21.373  26.915
868.796  21.221  27.552
609.762  22.381  25.440
713.477  22.796  26.541
874.270  23.455  25.871
108.825  23.481  27.246
420.104  23.977  24.589
821.134  24.654  25.102
894.485  23.517  26.735
687.753  25.173  27.301
908.719  25.217  25.377
35.986  26.499  24.938
46.344  25.748  27.282
93.814  25.915  26.526
513.758  26.532  27.250
618.597  26.480  27.590
846.307  25.571  24.422
557.646  26.736  24.034
597.398  27.004  24.910
655.091  28.234  24.135
701.041  28.545  26.631
750.711  27.669  25.870
785.730  28.536  26.973
819.614  28.312  25.050
412.941  29.275  28.129
449.242  29.530  24.450
469.265  28.550  25.116
383.952  29.848  22.816
537.117  30.132  27.703
628.518  29.839  26.192
99.375  31.082  27.310
295.448  30.946  27.464
836.987  30.501  27.266
232.668  31.551  27.203
17.127  33.211  26.125
558.894  32.535  26.936
732.481  32.889  26.212
718.782  34.076  27.456
34.522  35.553  26.927
694.083  34.656  24.085
320.034  35.954  24.108
564.778  36.437  26.812
873.750  35.372  24.851
18.722  36.453  26.373
107.981  36.729  28.160
233.641  37.326  27.597
510.814  37.838  23.422
537.509  38.440  27.278
821.007  38.434  24.897
459.008  38.688  27.871
436.383  40.259  24.447
538.853  39.444  27.217
549.515  40.308  27.855
757.920  40.840  26.567
789.211  41.039  26.597
191.291  42.020  24.611
895.885  42.328  27.330
177.441  42.864  27.348
784.771  43.556  26.658
796.124  43.342  26.843
698.928  43.891  27.680
787.752  43.861  26.309
864.660  43.713  26.184
561.457  45.219  26.693
688.065  45.123  27.838
822.389  45.339  27.447
124.473  46.157  27.518
449.069  45.967  25.475
812.617  46.126  25.834
899.724  46.143  26.321
372.744  46.673  27.465
870.683  46.902  26.483
352.118  47.907  26.909
484.564  47.920  27.368
834.400  48.320  23.720
848.547  47.396  27.196
866.633  47.946  25.793
5.076  49.519  25.192
35.583  48.791  27.325
114.304  49.499  22.907
180.888  48.584  26.262
272.919  49.310  27.534
492.980  48.994  25.560
667.853  49.502  26.414
910.568  49.019  26.966
167.600  49.671  27.777
330.594  49.753  27.420
878.438  49.881  26.720
342.449  50.563  26.071
682.992  50.706  26.866
687.049  50.960  26.663
201.584  52.151  24.791
519.479  52.112  26.341
622.256  52.283  27.585
294.048  52.539  26.877
439.274  52.798  26.211
715.232  53.153  26.767
229.387  54.310  26.400
842.550  53.779  26.711
656.054  54.792  23.907
726.539  54.905  24.860
335.071  57.588  27.076
69.545  58.185  26.168
664.969  58.196  26.976
845.634  57.936  25.612
387.279  59.045  25.508
261.842  59.874  25.909
295.567  60.111  27.306
855.642  60.210  27.678
538.219  60.338  27.323
569.729  60.965  26.632
598.642  61.500  25.639
42.487  61.570  25.193
473.163  62.153  25.736
694.210  62.164  26.429
633.440  63.071  25.775
781.509  62.830  26.761
659.978  63.705  27.290
699.133  63.770  26.435
772.350  63.515  26.677
895.351  63.804  27.429
253.552  65.260  26.312
491.759  64.876  26.697
263.720  66.179  26.402
268.595  65.932  27.328
366.937  66.167  26.548
588.723  66.052  26.870
184.041  66.986  26.347
260.133  66.527  26.535
484.635  66.855  27.800
497.841  66.757  26.427
531.994  67.151  25.555
714.667  67.027  24.063
576.447  67.501  27.165
734.460  68.660  26.724
249.928  69.162  27.273
600.986  69.189  25.381
727.180  68.883  27.858
795.877  68.661  26.026
276.570  69.569  25.425
637.872  72.310  25.960
841.000  72.015  27.918
584.302  72.402  26.378
372.195  73.593  24.969
407.895  74.386  27.161
645.806  74.257  27.130
699.456  73.788  27.694
758.737  74.079  26.690
64.986  76.068  27.618
118.779  76.352  25.806
237.290  76.065  26.603
763.371  76.310  27.005
832.139  75.861  26.988
302.921  77.476  25.918
479.614  76.423  25.262
267.714  78.717  26.494
861.679  79.492  27.581
491.696  79.690  27.693
635.264  80.121  25.592
44.529  80.775  23.853
179.056  80.607  25.011
456.439  81.336  26.822
891.553  80.765  25.183
216.329  81.707  27.057
401.306  81.575  27.495
621.153  82.186  27.160
67.079  83.163  24.675
361.041  83.335  26.704
91.947  84.253  26.538
125.033  84.013  24.140
528.418  83.386  26.774
719.770  83.861  27.040
580.423  85.327  25.756
806.215  84.679  26.579
136.484  86.460  25.957
518.519  85.568  27.862
554.854  86.229  27.114
739.138  85.940  27.459
690.879  87.177  27.161
709.742  86.940  27.274
761.555  86.763  26.881
868.512  87.400  27.324
368.747  88.394  26.907
414.758  88.666  26.502
461.726  89.203  27.203
471.615  89.296  26.259
230.918  91.238  26.189
335.559  91.296  26.756
549.734  91.031  27.531
627.711  91.227  24.741
292.212  92.141  27.176
385.181  92.212  25.897
705.315  91.886  27.339
467.861  93.046  24.662
489.715  93.008  27.920
46.073  93.756  27.496
128.414  93.950  26.221
157.450  93.535  27.254
225.513  94.711  26.058
668.679  96.038  27.335
695.638  95.951  26.941
385.628  96.727  25.458
715.956  96.720  27.023
529.534  100.014  27.609
653.128  101.488  26.937
38.463  101.951  27.329
150.975  102.274  26.683
220.910  102.468  24.642
804.231  102.473  26.155
214.000  102.970  26.838
355.172  102.866  24.801
880.640  102.516  27.636
246.094  105.148  25.243
604.365  104.796  27.016
657.961  105.456  26.538
804.042  105.037  26.160
854.816  105.374  23.169
645.493  106.627  27.070
80.082  106.802  27.627
422.173  106.813  27.946
650.990  107.334  27.566
636.075  107.854  27.003
257.605  109.055  25.851
316.088  109.603  27.722
550.759  109.036  26.377
590.635  108.667  25.477
26.787  109.853  27.038
293.194  109.976  27.111
347.279  109.729  26.945
814.564  109.377  24.532
92.857  111.194  27.204
99.440  111.088  26.559
162.777  111.554  26.924
261.816  112.423  27.035
360.680  111.715  25.673
503.491  112.272  25.109
744.631  111.844  28.957
770.960  112.124  23.914
498.349  113.110  26.355
764.918  112.471  26.419
656.979  114.436  24.187
912.757  114.518  25.564
424.272  115.029  26.493
733.630  114.789  27.011
824.227  115.292  27.766
330.996  116.896  27.646
589.395  117.141  24.242
194.060  118.111  26.852
504.089  118.141  23.793
527.747  117.638  26.880
6.181  118.591  26.097
102.231  118.660  28.399
131.189  118.845  26.654
341.820  118.915  25.175
766.803  119.081  26.212
140.824  119.878  27.888
856.861  120.484  21.305
565.994  121.361  27.405
785.630  121.280  26.315
291.049  123.200  25.771
557.254  123.365  27.351
839.991  122.773  26.228
281.181  123.959  22.678
54.178  124.984  27.637
317.343  125.158  24.295
324.962  125.110  26.374
630.020  124.794  25.394
85.804  125.886  26.643
342.268  125.471  26.942
421.536  125.672  25.644
802.193  126.053  26.942
44.589  126.901  26.825
515.878  127.163  26.490
176.743  129.566  25.528
591.067  129.474  26.827
763.531  128.349  25.031
115.449  130.550  22.725
333.019  129.903  27.301
531.167  130.045  25.542
556.404  130.128  26.392
772.230  130.222  26.080
892.916  130.239  24.109
203.156  131.284  26.186
276.605  131.099  26.602
774.673  131.093  26.011
706.007  131.653  25.652
585.793  132.410  24.313
655.649  133.188  26.469
737.477  133.437  25.374
899.156  132.889  27.023
410.767  134.389  26.860
506.455  133.701  22.714
811.953  134.371  26.013
611.934  134.592  27.549
725.744  134.878  25.234
241.699  136.453  22.958
228.599  137.090  23.478
256.037  136.417  26.717
853.061  136.979  27.128
89.118  138.162  22.574
238.256  138.363  22.513
305.394  137.794  25.149
443.153  137.850  27.338
668.426  137.834  27.534
22.340  139.202  24.571
151.053  138.673  26.600
412.689  138.804  26.621
687.948  139.101  27.007
722.941  139.821  25.229
813.466  140.069  26.745
61.827  141.509  25.749
142.539  140.605  26.517
367.482  141.171  22.414
124.534  143.383  25.433
309.650  142.025  26.584
504.246  142.021  23.386
786.204  142.173  27.500
905.489  142.090  26.379
634.437  143.124  26.219
819.135  142.505  27.113
901.533  142.644  26.187
494.742  144.135  24.704
777.933  143.663  26.613
872.917  143.797  27.084
200.719  145.030  27.985
488.048  146.226  25.620
738.157  145.607  27.254
862.893  145.878  26.022
659.844  147.125  27.187
318.422  147.704  27.001
533.704  148.119  27.675
699.528  147.413  24.360
722.384  148.374  23.340
179.112  149.051  26.694
187.069  148.941  27.482
453.262  150.059  27.043
604.556  149.667  27.055
706.055  149.962  27.880
865.204  150.269  27.014
466.143  150.808  25.315
503.811  153.127  19.538
630.516  153.422  26.050
653.727  153.886  26.196
885.506  154.775  25.473
74.535  155.674  25.614
247.018  156.268  27.166
427.874  155.743  26.956
503.073  153.877  19.510
764.153  155.679  24.742
787.081  156.538  27.155
534.928  156.962  26.793
71.189  158.262  26.003
288.793  158.035  26.343
700.255  158.166  27.133
911.486  159.221  24.436
12.388  159.461  25.656
213.804  159.735  22.413
535.640  160.004  26.629
679.725  160.157  24.260
727.843  160.332  27.157
823.272  159.913  25.358
854.976  159.899  27.447
379.998  160.501  27.341
758.451  161.209  24.293
123.422  161.855  26.464
397.757  162.266  26.922
582.266  162.168  21.483
895.447  162.468  27.206
61.204  163.234  26.009
826.634  162.652  26.132
150.944  163.976  26.430
451.009  164.527  26.506
486.035  163.847  25.684
519.145  164.126  22.861
810.252  163.555  21.471
99.864  165.393  22.838
145.310  164.711  27.685
261.112  165.070  26.843
429.013  164.456  27.325
549.219  164.630  25.393
845.567  165.543  27.238
174.275  166.487  24.601
385.880  166.796  26.538
455.164  166.680  26.269
78.836  169.143  24.141
86.767  168.293  21.397
893.075  168.187  26.620
637.503  168.782  25.893
659.930  168.806  27.739
740.737  169.554  26.270
827.335  168.761  26.522
116.485  169.543  24.106
234.354  169.419  26.916
363.970  170.079  26.565
410.702  170.509  27.121
587.066  169.953  26.806
594.394  170.634  26.686
620.158  170.556  25.464
771.353  170.486  26.175
64.273  171.472  23.686
267.334  172.321  26.004
347.260  171.462  26.492
582.000  171.865  26.420
33.729  172.485  26.687
91.056  173.198  19.353
798.806  172.777  26.699
471.588  173.472  27.090
600.358  174.472  23.868
610.463  173.851  26.368
684.576  173.561  27.244
354.481  175.393  24.402
624.828  174.679  27.315
760.084  174.448  27.011
68.963  175.387  26.310
331.275  175.485  27.500
426.584  176.005  23.578
449.676  175.561  27.816
249.108  176.881  26.505
769.339  176.559  27.124
851.884  177.401  26.287
532.821  177.612  26.887
579.770  177.960  26.637
911.319  177.498  23.284
877.519  179.488  25.491
227.885  180.021  27.093
586.252  182.259  26.374
236.913  183.012  27.261
375.493  183.641  27.273
573.956  182.580  22.647
622.503  182.420  27.406
291.517  184.582  26.681
587.341  183.784  26.512
717.692  184.139  26.065
679.333  185.453  26.908
175.480  186.019  27.137
709.902  186.341  27.939
721.854  186.131  26.053
809.079  185.967  26.974
68.272  187.207  25.854
418.975  187.302  24.818
446.013  187.303  27.804
140.487  187.799  25.174
619.437  187.486  26.875
868.356  188.179  24.199
310.214  188.660  26.955
564.183  189.074  27.215
682.627  189.486  27.037
841.282  189.103  27.566
117.427  189.933  25.976
278.442  189.430  26.296
469.725  189.331  26.418
579.616  190.241  26.775
372.729  191.402  26.679
702.192  190.656  26.982
720.252  191.941  27.565
169.103  193.441  26.165
459.111  193.478  27.326
99.249  194.446  25.587
714.478  194.044  27.492
807.553  193.756  27.017
812.008  193.430  26.336
874.890  193.965  24.991
75.887  194.957  26.076
437.685  195.291  27.422
117.042  196.418  25.256
483.186  195.651  27.086
772.504  195.453  25.362
820.680  197.342  23.702
838.050  197.684  25.790
861.672  197.592  26.742
356.661  199.094  26.750
73.987  200.951  26.487
713.541  200.983  24.358
429.789  202.054  27.031
583.231  201.981  25.979
40.206  203.345  27.614
54.006  202.800  27.421
706.281  203.093  26.866
627.857  204.457  27.315
491.021  204.387  26.552
510.978  204.953  26.339
642.497  205.107  24.438
227.139  205.819  24.914
720.341  206.296  26.253
371.206  207.395  27.708
747.383  206.517  24.903
854.096  206.875  24.611
420.041  208.406  24.541
610.123  208.085  27.399
